reference	sample	size	ex.itsx	ex.wirt	ex.lichen	ex.fun	ex.liquenicola	ex.tra
ITA87PB02DBHJS	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EK6SX	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DSFIW	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DD8AP	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DNT82	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EONBK	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02D2TV5	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DBIOB	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C1ZJA	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EW168	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D6MZH	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C9OVQ	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EM4WX	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C4PKP	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DAQO5	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D5DZH	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DJPDI	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02D1SVJ	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02ELAFB	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DWN0G	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C4LBE	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CX3U3	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D2RP9	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EM39F	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EBR43	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D6SGW	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CYCT8	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02ESU0N	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DBA78	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DBPLK	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DI3RH	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DLTNJ	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02C40OL	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C6GGV	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D0T3Q	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D0BQX	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EWPW6	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D4B9H	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02D32YA	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DISDK	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02ERN1H	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EPK6V	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DEV8F	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C06LF	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DZ3J5	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EPOIC	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C8UGZ	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DA3DL	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02C9FJY	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EKAI7	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DRKR4	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D30FD	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DW3M0	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D1V3P	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EMPBS	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02EA86L	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DQVR6	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C4357	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DBPNO	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DKOWB	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DKMUL	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EDMQR	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D6TNY	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CXR54	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DT1TG	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C820G	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02ENTD1	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EA5GE	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EBR37	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02DG4W2	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DGZNT	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EMVUJ	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C2RCL	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DUOFT	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DAZCG	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C68ZK	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C0OCL	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D8DSI	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02ESH8U	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02CZDJZ	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DWUA8	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C37A8	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02ET0CM	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DVJWZ	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C6UPH	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DFYNH	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EFURW	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C7CGU	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EPKV3	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C99XE	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DWV2F	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02ETAM8	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DQSUI	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DZ1Q6	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DMWMR	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02ELG1I	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DJLFS	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DT38G	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02EDC2P	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D1FA9	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EOXM2	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D6CEW	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EWGUC	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DKE8X	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02D0HCK	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02DQM13	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D5YVY	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EM7JS	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EJAAR	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EE0LJ	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02C0NNK	Teph_atr+Sky_teph+A280	1	0	0	1	0	0	1
ITA87PB02C27JT	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C6PMV	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D6JCI	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DVJQE	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DCIJM	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DZ0W1	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DRKD8	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02ERRKR	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EKSG9	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DIGP8	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C5HPY	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D9LQR	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DHQHV	Teph_atr+Sky_teph+A280	1	0	0	1	0	0	1
ITA87PB02DALPW	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EQWIQ	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DV3OJ	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DFSZH	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C19RZ	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DAS8P	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C4WOA	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DUOAH	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EXDV8	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02C5UTJ	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EG94F	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D6223	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02ES8WQ	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DLXGT	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DQSOV	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EHKQI	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D95A0	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EVQMF	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EG8TG	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02D7TFP	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D3NHX	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C2PH1	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CXX3U	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D32EW	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EMHEP	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DADOY	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DI6G6	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C2YM6	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C4H3I	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DK1H9	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02CZAVL	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D0W0P	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DQ1F9	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EIFT6	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02ENIIG	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C5NM8	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DRCS8	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DR5U3	Teph_atr+Sky_teph+A280	1	0	0	1	1	0	1
ITA87PB02DKU67	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EJIY4	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C6GSK	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C3JBW	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EOI1L	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DV5IH	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D1B16	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EKJ3U	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EOYAW	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EB1B1	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02ETCK4	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EAS44	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DNHG1	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DCG7G	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C5587	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DCZFV	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EPP7X	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EW74D	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C38GF	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C5KOU	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02DUZYA	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D0SGV	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EBKER	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D4L43	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DP7CB	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DDW8Z	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02ER9K9	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EBQJR	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DWS6N	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EC6H9	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02DVH1F	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EB5M5	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DKWJH	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02D9SUN	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DPLI6	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D811Y	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EFQPY	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EMEWF	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C89JI	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02ES6PL	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DV3UA	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D7968	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02DGKFZ	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02ERIUH	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EWP8Z	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DFG6M	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D2M1H	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CYIOB	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EKXVW	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EXM3J	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DZBI1	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DFMBK	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EA3H7	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C2MF0	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EUBW9	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DJCFF	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DO2YO	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02ELS7V	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DKMIB	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DGTP8	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DPZ8K	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DDXG3	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D4G0S	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DVF5V	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DM5VL	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CXKZU	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DZYLF	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DU4W2	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02ERXGY	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EK3TM	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D5HZP	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DOP43	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DNR9T	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C74U2	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DEUZQ	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D24FZ	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DG072	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DDSOG	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DQZ93	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EUVQL	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EI5T5	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DV3Y3	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DLWQT	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CZLGK	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DGT7M	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EM4CT	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CZL6F	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C0KO8	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C45Z3	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DMPHO	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02C1HDX	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EPDF1	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C0ZQN	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DO4SM	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EAC5U	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DUN8I	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EPZQE	Teph_atr+Sky_teph+A280	1	0	0	0	1	0	0
ITA87PB02DNY44	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EM187	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DFKPO	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DG0I4	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02CXBFU	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02D4G3C	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CZ47L	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EJTFB	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02CZILQ	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D7432	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DV466	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DZNEM	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DO2UI	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02C5UN6	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DQP12	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02EMUQR	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DYZP1	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02ETW88	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02D3T8J	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EFJUC	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DLEWW	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02EFEIA	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DPC0U	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02DRO68	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C2Q1F	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02DJ0QO	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02DJ49M	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02ESUJW	Teph_atr+Sky_teph+A280	1	1	0	0	1	0	11
ITA87PB02EP0Q8	Teph_atr+Sky_teph+A280	1	0	0	0	0	0	0
ITA87PB02D6S63	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
ITA87PB02C05J5	Teph_atr+Sky_teph+A280	1	1	1	1	1	0	11
