"" "reference" "size" "megan.taxonomy" "classification" "identity" "OTU_A" "OTU_B" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"ITA87PB02D34WB" "A809" "ITA87PB02D34WB" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "otu" "*" "OTU_836" "0" "Fungi" "-184.899954620084" "Ascomycota" "-184.899954620084" "Dothideomycetes" "-184.899954620084" "Capnodiales" "-152.886906869481" "Teratosphaeriaceae" "-145.286004409939" "Penidiella" "-145.286004409939" "Dothideomycetes" "-164.399832334451"
"ITA87PB02CXFDY" "A809" "ITA87PB02CXFDY" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; unclassified Ascomycota; 25; Ascomycota sp. AR-2010; 25;" "otu" "*" "OTU_837" "0" "Fungi" "-274.36430101023" "Ascomycota" "-274.36430101023" "Dothideomycetes" "-274.36430101023" "Capnodiales" "-242.282260388141" "Teratosphaeriaceae" "-224.267044752297" "Teratosphaeria" "-224.267044752297" "Dothideomycetes" "-249.883162847683"
"ITA87PB02DGHH3" "A809" "ITA87PB02DGHH3" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 50; Pezizomycotina; 50; leotiomyceta; 50; dothideomyceta; 50; Dothideomycetes; 50; Dothideomycetidae; 50; Capnodiales; 50; Capnodiales incertae sedis; 50; Penidiella; 50; Penidiella aggregata; 50;" "otu" "*" "OTU_838" "0" "Fungi" "-125.255885753553" "Ascomycota" "-125.255885753553" "Dothideomycetes" "-125.255885753553" "Capnodiales" "-121.343862748124" "Teratosphaeriaceae" "-121.343862748124" "Penidiella" "-121.343862748124" "Dothideomycetes" "-125.255885753553"
"ITA87PB02DHFLI" "A809" "ITA87PB02DHFLI" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; unclassified Ascomycota; 25; Ascomycota sp. AR-2010; 25;" "otu" "*" "OTU_839" "0" "Fungi" "-241.078287583815" "Ascomycota" "-241.078287583815" "Dothideomycetes" "-241.078287583815" "Capnodiales" "-213.041801359778" "Teratosphaeriaceae" "-193.773822755439" "Penidiella" "-193.773822755439" "Dothideomycetes" "-221.048168927428"
"ITA87PB02C9E7G" "A809" "ITA87PB02C9E7G" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; unclassified Ascomycota; 25; Ascomycota sp. AR-2010; 25;" "otu" "*" "OTU_840" "0" "Fungi" "-264.104138513755" "Ascomycota" "-264.104138513755" "Dothideomycetes" "-264.104138513755" "Capnodiales" "-239.691993222695" "Teratosphaeriaceae" "-220.355021746868" "Penidiella" "-220.355021746868" "Dothideomycetes" "-247.292895682237"
"ITA87PB02DF0MQ" "A809" "ITA87PB02DF0MQ" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; unclassified Ascomycota; 25; Ascomycota sp. AR-2010; 25;" "otu" "*" "OTU_841" "0" "Fungi" "-252.591213048785" "Ascomycota" "-252.591213048785" "Dothideomycetes" "-252.591213048785" "Capnodiales" "-228.312599150349" "Teratosphaeriaceae" "-208.842096281898" "Penidiella" "-208.842096281898" "Dothideomycetes" "-236.067652289719"
"ITA87PB02D23DQ" "A809" "ITA87PB02D23DQ" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; unclassified Ascomycota; 25; Ascomycota sp. AR-2010; 25;" "otu" "*" "OTU_842" "0" "Fungi" "-266.406723606749" "Ascomycota" "-266.406723606749" "Dothideomycetes" "-266.406723606749" "Capnodiales" "-242.282260388141" "Teratosphaeriaceae" "-223.350754020422" "Penidiella" "-223.350754020422" "Dothideomycetes" "-249.883162847683"
"ITA87PB02DW8P4" "A809" "ITA87PB02DW8P4" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "otu" "*" "OTU_843" "0" "Fungi" "-248.679190043357" "Ascomycota" "-248.679190043357" "Dothideomycetes" "-248.679190043357" "Capnodiales" "-220.355021746868" "Teratosphaeriaceae" "-205.153216827784" "Penidiella" "-205.153216827784" "Dothideomycetes" "-231.867947211839"
"ITA87PB02EHYZ3" "A809" "ITA87PB02EHYZ3" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "otu" "*" "OTU_844" "0" "Fungi" "-246.376604950363" "Ascomycota" "-246.376604950363" "Dothideomycetes" "-246.376604950363" "Capnodiales" "-218.052436653874" "Teratosphaeriaceae" "-202.627488183476" "Penidiella" "-202.627488183476" "Dothideomycetes" "-229.565362118845"
"ITA87PB02D8IPL" "A792" "ITA87PB02D8IPL" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_845" "0" "Fungi" "-238.775702490821" "Basidiomycota" "-238.775702490821" "Tremellomycetes" "-238.775702490821" "Tremellales" "-238.775702490821" "Sirobasidiaceae" "-238.775702490821" "Cryptococcus" "-113.183344500647" "Cryptococcus" "-113.183344500647"
"ITA87PB02DOMAR" "A792" "ITA87PB02DOMAR" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 85; Usnea; 77; Usnea wasmuthii; 38;" "otu" "*" "OTU_846" "0" "Fungi" "-175.507292691313" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02D567U" "A792" "ITA87PB02D567U" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_847" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02D9OHN" "A792" "ITA87PB02D9OHN" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_848" "0" "Fungi" "-177.992199341101" "Ascomycota" "-177.992199341101" "Lecanoromycetes" "-177.992199341101" "Lecanorales" "-177.992199341101" "Parmeliaceae" "-177.992199341101" "Usnea" "-177.992199341101" "Usnea" "-177.992199341101"
"ITA87PB02C7E5Q" "A792" "ITA87PB02C7E5Q" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_849" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02EGJM1" "A792" "ITA87PB02EGJM1" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_850" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02EA2SS" "A792" "ITA87PB02EA2SS" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Parmeliaceae; 100; Usnea; 100; Usnea wasmuthii; 56;" "otu" "*" "OTU_851" "0" "Fungi" "-131.247350300661" "Ascomycota" "-131.247350300661" "Lecanoromycetes" "-131.247350300661" "Lecanorales" "-131.247350300661" "Parmeliaceae" "-131.247350300661" "Usnea" "-131.247350300661" "Usnea" "-131.247350300661"
"ITA87PB02DF6T2" "A792" "ITA87PB02DF6T2" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_852" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02DTF5A" "A792" "ITA87PB02DTF5A" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 90; Lecanorineae; 90; Parmeliaceae; 90; Usnea; 90; Usnea wasmuthii; 50;" "otu" "*" "OTU_853" "0" "Fungi" "-174.303319886988" "Ascomycota" "-174.303319886988" "Lecanoromycetes" "-174.303319886988" "Lecanorales" "-174.303319886988" "Parmeliaceae" "-174.303319886988" "Usnea" "-174.303319886988" "Usnea" "-174.303319886988"
"ITA87PB02D6JO8" "A792" "ITA87PB02D6JO8" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_854" "0" "Fungi" "-309.750375265528" "Ascomycota" "-263.698673405647" "Lecanoromycetes" "-263.698673405647" "Acarosporales" "-263.698673405647" "Acarosporaceae" "-263.698673405647" "Acarospora" "-263.698673405647" "Acarospora" "-263.698673405647"
"ITA87PB02DEQEQ" "A792" "ITA87PB02DEQEQ" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_855" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02EKGC0" "A792" "ITA87PB02EKGC0" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_856" "0" "Fungi" "-236.067652289719" "Basidiomycota" "-236.067652289719" "Tremellomycetes" "-236.067652289719" "Tremellales" "-236.067652289719" "Sirobasidiaceae" "-236.067652289719" "Cryptococcus" "-106.8352050096" "Tremellomycetes" "-114.436107469142"
"ITA87PB02CW30H" "A792" "ITA87PB02CW30H" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 77; Usnea; 77; Usnea wasmuthii; 38;" "otu" "*" "OTU_857" "0" "Fungi" "-175.507292691313" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02EMSU6" "A792" "ITA87PB02EMSU6" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_858" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02C6J65" "A792" "ITA87PB02C6J65" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 90; Lecanorineae; 90; Parmeliaceae; 90; Usnea; 90; Usnea wasmuthii; 50;" "otu" "*" "OTU_859" "0" "Fungi" "-174.303319886988" "Ascomycota" "-174.303319886988" "Lecanoromycetes" "-174.303319886988" "Lecanorales" "-174.303319886988" "Parmeliaceae" "-174.303319886988" "Usnea" "-174.303319886988" "Usnea" "-174.303319886988"
"ITA87PB02DT71R" "A792" "ITA87PB02DT71R" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_860" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02DUD64" "A792" "ITA87PB02DUD64" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 90; Lecanorineae; 90; Parmeliaceae; 90; Usnea; 90; Usnea wasmuthii; 50;" "otu" "*" "OTU_861" "0" "Fungi" "-179.601637253536" "Ascomycota" "-179.601637253536" "Lecanoromycetes" "-179.601637253536" "Lecanorales" "-179.601637253536" "Parmeliaceae" "-179.601637253536" "Usnea" "-179.601637253536" "Usnea" "-179.601637253536"
"ITA87PB02DYUCI" "A792" "ITA87PB02DYUCI" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 69; Usnea; 69; Usnea wasmuthii; 38;" "otu" "*" "OTU_862" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02EV5B8" "A792" "ITA87PB02EV5B8" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_863" "0" "Fungi" "-232.561094392399" "Basidiomycota" "-232.561094392399" "Tremellomycetes" "-232.561094392399" "Tremellales" "-232.561094392399" "Sirobasidiaceae" "-232.561094392399" "Cryptococcus" "-102.923182004172" "Tremellomycetes" "-110.629444979372"
"ITA87PB02DPUV7" "A792" "ITA87PB02DPUV7" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_864" "0" "Fungi" "-174.303319886988" "Ascomycota" "-174.303319886988" "Lecanoromycetes" "-174.303319886988" "Lecanorales" "-174.303319886988" "Parmeliaceae" "-174.303319886988" "Usnea" "-174.303319886988" "Usnea" "-174.303319886988"
"ITA87PB02EWOYL" "A792" "ITA87PB02EWOYL" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Parmeliaceae; 100; Usnea; 100; Usnea wasmuthii; 56;" "otu" "*" "OTU_865" "0" "Fungi" "-180.805610057861" "Ascomycota" "-180.805610057861" "Lecanoromycetes" "-180.805610057861" "Lecanorales" "-180.805610057861" "Parmeliaceae" "-180.805610057861" "Usnea" "-180.805610057861" "Usnea" "-180.805610057861"
"ITA87PB02EJ35A" "A792" "ITA87PB02EJ35A" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 69; Usnea; 69; Usnea wasmuthii; 38;" "otu" "*" "OTU_866" "0" "Fungi" "-171.595269685885" "Ascomycota" "-171.595269685885" "Lecanoromycetes" "-171.595269685885" "Lecanorales" "-171.595269685885" "Parmeliaceae" "-171.595269685885" "Usnea" "-171.595269685885" "Usnea" "-171.595269685885"
"ITA87PB02EE3U7" "A670" "ITA87PB02EE3U7" "3" " No hits; 100;" "otu" "*" "OTU_867" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"ITA87PB02EVZ7W" "A670" "ITA87PB02EVZ7W" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora sp. 2 SPO-2012; 67;" "otu" "*" "OTU_868" "0" "Fungi" "-226.569629845291" "Ascomycota" "-226.569629845291" "Lecanoromycetes" "-226.569629845291" "Lecanorales" "-226.569629845291" "Lecanoraceae" "-226.569629845291" "Lecanora" "-226.569629845291" "Lecanora" "-226.569629845291"
"ITA87PB02D1QOA" "A670" "ITA87PB02D1QOA" "3" " Not assigned; 100;" "otu" "*" "OTU_869" "0" "Fungi" "-124.339595021678" "Ascomycota" "-85.7064740645457" "Dothideomycetes/Sordariomycetes" "-83.1162068990999" "Hypocreales" "-83.1162068990999" "Nectriaceae" "-83.1162068990999" "Flagellospora" "-83.1162068990999" "Ascomycota" "-85.7064740645457"
"ITA87PB02DV49M" "A670" "ITA87PB02DV49M" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 75; Lecanora sp. 2 SPO-2012; 50;" "otu" "*" "OTU_870" "0" "Fungi" "-247.986042862797" "Ascomycota" "-247.986042862797" "Lecanoromycetes" "-247.986042862797" "Lecanorales" "-247.986042862797" "Lecanoraceae" "-247.986042862797" "Lecanora" "-247.986042862797" "Lecanora" "-247.986042862797"
"ITA87PB02EMC46" "A670" "ITA87PB02EMC46" "3" " Not assigned; 100;" "otu" "*" "OTU_871" "0" "Fungi" "-122.730157109244" "Ascomycota" "-85.5523233847184" "Dothideomycetes" "-85.5523233847184" "Hypocreales" "-82.9984238634435" "Nectriaceae" "-82.9984238634435" "Flagellospora" "-82.9984238634435" "Ascomycota/Flagellospora" "-82.9984238634435"
"ITA87PB02D14SV" "A670" "ITA87PB02D14SV" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Capnodiales; 100; Teratosphaeriaceae; 85; Teratosphaeria; 54; Teratosphaeria cryptica; 38;" "otu" "*" "OTU_872" "0" "Fungi" "-155.189491962475" "Ascomycota" "-155.189491962475" "Dothideomycetes" "-155.189491962475" "Capnodiales" "-155.189491962475" "Mycosphaerellaceae/Teratosphaeriaceae" "-155.189491962475" "Mycosphaerella/Teratosphaeria" "-155.189491962475" "Mycosphaerella/Teratosphaeria" "-155.189491962475"
"ITA87PB02EG1GQ" "A670" "ITA87PB02EG1GQ" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 82; Ascomycota; 82; saccharomyceta; 82; Pezizomycotina; 82; leotiomyceta; 82; Eurotiomycetes; 82; Chaetothyriomycetidae; 82; Chaetothyriales; 82; Herpotrichiellaceae; 82; Cladophialophora; 73; Cladophialophora chaetospira; 36;" "otu" "*" "OTU_873" "0" "Fungi" "-256.280092502899" "Ascomycota" "-252.591213048785" "Eurotiomycetes" "-252.591213048785" "Chaetothyriales" "-252.591213048785" "Herpotrichiellaceae" "-252.591213048785" "Cladophialophora" "-252.591213048785" "Cladophialophora" "-252.591213048785"
"ITA87PB02C2VWY" "A670" "ITA87PB02C2VWY" "3" " Not assigned; 100;" "otu" "*" "OTU_874" "0" "Fungi" "-98.318011818184" "Ascomycota" "-94.4059888127559" "Dothideomycetes" "-94.4059888127559" "Capnodiales" "-94.4059888127559" "Teratosphaeriaceae" "-94.4059888127559" "Teratosphaeria" "-94.4059888127559" "Teratosphaeria" "-94.4059888127559"
"ITA87PB02EFA7U" "A670" "ITA87PB02EFA7U" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Capnodiales; 100; Teratosphaeriaceae; 80; Teratosphaeria; 70; Teratosphaeria cryptica; 50;" "otu" "*" "OTU_875" "0" "Fungi" "-165.786126695571" "Ascomycota" "-165.786126695571" "Dothideomycetes" "-165.786126695571" "Capnodiales" "-165.786126695571" "Mycosphaerellaceae/Teratosphaeriaceae" "-165.786126695571" "Mycosphaerella/Teratosphaeria" "-165.786126695571" "Mycosphaerella/Teratosphaeria" "-165.786126695571"
"ITA87PB02ETFVI" "A670" "ITA87PB02ETFVI" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_876" "0" "Fungi" "-230.951656479965" "Basidiomycota" "-230.951656479965" "Tremellomycetes" "-230.951656479965" "Tremellales" "-230.951656479965" "Sirobasidiaceae" "-230.951656479965" "Cryptococcus" "-101.670419035677" "Tremellomycetes" "-109.425472175046"
"ITA87PB02C8GGI" "A670" "ITA87PB02C8GGI" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 75; Lecanora sp. 2 SPO-2012; 50;" "otu" "*" "OTU_877" "0" "Fungi" "-230.363869815062" "Ascomycota" "-230.363869815062" "Lecanoromycetes" "-230.363869815062" "Lecanorales" "-230.363869815062" "Lecanoraceae" "-230.363869815062" "Lecanora" "-230.363869815062" "Lecanora" "-230.363869815062"
"ITA87PB02DPTNU" "A670" "ITA87PB02DPTNU" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora sp. 2 SPO-2012; 67;" "otu" "*" "OTU_878" "0" "Fungi" "-245.683457769803" "Ascomycota" "-245.683457769803" "Lecanoromycetes" "-245.683457769803" "Lecanorales" "-245.683457769803" "Lecanoraceae" "-245.683457769803" "Lecanora" "-245.683457769803" "Lecanora" "-245.683457769803"
