"" "reference" "size" "megan.taxonomy" "classification" "identity" "OTU_A" "OTU_B" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"ITA87PB02DWG1S" "A670" "ITA87PB02DWG1S" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 75; Lecanora sp. 2 SPO-2012; 50;" "otu" "*" "OTU_879" "0" "Fungi" "-229.159897010736" "Ascomycota" "-229.159897010736" "Lecanoromycetes" "-229.159897010736" "Lecanorales" "-229.159897010736" "Lecanoraceae" "-229.159897010736" "Lecanora" "-229.159897010736" "Lecanora" "-229.159897010736"
"ITA87PB02EG6B8" "A670" "ITA87PB02EG6B8" "3" " Not assigned; 100;" "otu" "*" "OTU_880" "0" "Fungi" "-124.339595021678" "Ascomycota" "-86.8050863532138" "Dothideomycetes" "-86.8050863532138" "Hypocreales" "-84.5025012602197" "Nectriaceae" "-84.5025012602197" "Flagellospora" "-84.5025012602197" "Ascomycota/Flagellospora" "-84.5025012602197"
"ITA87PB02ELJ6P" "A670" "ITA87PB02ELJ6P" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora sp. 2 SPO-2012; 67;" "otu" "*" "OTU_881" "0" "Fungi" "-226.569629845291" "Ascomycota" "-226.569629845291" "Lecanoromycetes" "-226.569629845291" "Lecanorales" "-226.569629845291" "Lecanoraceae" "-226.569629845291" "Lecanora" "-226.569629845291" "Lecanora" "-226.569629845291"
"ITA87PB02C0WK5" "A670" "ITA87PB02C0WK5" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 82; Ascomycota; 82; saccharomyceta; 82; Pezizomycotina; 82; leotiomyceta; 82; Eurotiomycetes; 82; Chaetothyriomycetidae; 82; Chaetothyriales; 82; Herpotrichiellaceae; 82; Cladophialophora; 73; Cladophialophora chaetospira; 27;" "otu" "*" "OTU_882" "0" "Fungi" "-253.641035173284" "Ascomycota" "-253.641035173284" "Eurotiomycetes" "-253.641035173284" "Chaetothyriales" "-253.641035173284" "Herpotrichiellaceae" "-253.641035173284" "Cladophialophora" "-253.641035173284" "Cladophialophora" "-253.641035173284"
"ITA87PB02EQTQ7" "A670" "ITA87PB02EQTQ7" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora sp. 2 SPO-2012; 67;" "otu" "*" "OTU_883" "0" "Fungi" "-226.569629845291" "Ascomycota" "-226.569629845291" "Lecanoromycetes" "-226.569629845291" "Lecanorales" "-226.569629845291" "Lecanoraceae" "-226.569629845291" "Lecanora" "-226.569629845291" "Lecanora" "-226.569629845291"
"ITA87PB02DTJTN" "A670" "ITA87PB02DTJTN" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora sp. 2 SPO-2012; 67;" "otu" "*" "OTU_884" "0" "Fungi" "-226.569629845291" "Ascomycota" "-226.569629845291" "Lecanoromycetes" "-226.569629845291" "Lecanorales" "-226.569629845291" "Lecanoraceae" "-226.569629845291" "Lecanora" "-226.569629845291" "Lecanora" "-226.569629845291"
"ITA87PB02DL6V3" "A670" "ITA87PB02DL6V3" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_885" "0" "Fungi" "-230.951656479965" "Basidiomycota" "-230.951656479965" "Tremellomycetes" "-230.951656479965" "Tremellales" "-230.951656479965" "Sirobasidiaceae" "-230.951656479965" "Cryptococcus" "-101.670419035677" "Tremellomycetes" "-109.425472175046"
"ITA87PB02C05J7" "A670" "ITA87PB02C05J7" "3" " Not assigned; 100;" "otu" "*" "OTU_886" "0" "Fungi" "-122.730157109244" "Ascomycota" "-81.7944510591175" "Dothideomycetes/Sordariomycetes" "-81.7944510591175" "Hypocreales" "-81.7944510591175" "Nectriaceae" "-81.7944510591175" "Flagellospora" "-81.7944510591175" "Ascomycota/Flagellospora" "-81.7944510591175"
"ITA87PB02EWYC5" "A670" "ITA87PB02EWYC5" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 86; Ascomycota; 86; saccharomyceta; 86; Pezizomycotina; 86; leotiomyceta; 86; Eurotiomycetes; 86; Chaetothyriomycetidae; 86; Chaetothyriales; 86; Herpotrichiellaceae; 86; Cladophialophora; 71; Cladophialophora sp. 94002a; 14;" "otu" "*" "OTU_887" "0" "Fungi" "-293.121453990804" "Ascomycota" "-293.121453990804" "Eurotiomycetes" "-293.121453990804" "Chaetothyriales" "-293.121453990804" "Herpotrichiellaceae" "-244.430694801308" "Cladophialophora" "-244.430694801308" "Chaetothyriales" "-293.121453990804"
"ITA87PB02DJYNA" "A670" "ITA87PB02DJYNA" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 75; Lecanora sp. 2 SPO-2012; 50;" "otu" "*" "OTU_888" "0" "Fungi" "-249.595480775231" "Ascomycota" "-249.595480775231" "Lecanoromycetes" "-249.595480775231" "Lecanorales" "-249.595480775231" "Lecanoraceae" "-249.595480775231" "Lecanora" "-249.595480775231" "Lecanora" "-249.595480775231"
"ITA87PB02DF8SK" "A670" "ITA87PB02DF8SK" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora sp. 2 SPO-2012; 67;" "otu" "*" "OTU_889" "0" "Fungi" "-229.159897010736" "Ascomycota" "-229.159897010736" "Lecanoromycetes" "-229.159897010736" "Lecanorales" "-229.159897010736" "Lecanoraceae" "-229.159897010736" "Lecanora" "-229.159897010736" "Lecanora" "-229.159897010736"
"ITA87PB02C4OYI" "A636" "ITA87PB02C4OYI" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_890" "0" "Fungi" "-303.941232275214" "Ascomycota" "-303.941232275214" "Lecanoromycetes" "-303.941232275214" "Lecideales" "-303.941232275214" "Lecideaceae" "-303.941232275214" "Lecidea" "-303.941232275214" "Lecidea" "-303.941232275214"
"ITA87PB02DM5DW" "A636" "ITA87PB02DM5DW" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_891" "0" "Fungi" "-302.33179436278" "Ascomycota" "-302.33179436278" "Lecanoromycetes" "-302.33179436278" "Lecideales" "-302.33179436278" "Lecideaceae" "-302.33179436278" "Lecidea" "-302.33179436278" "Lecidea" "-302.33179436278"
"ITA87PB02DGYE3" "A636" "ITA87PB02DGYE3" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_892" "0" "Fungi" "-304.857523007088" "Ascomycota" "-304.857523007088" "Lecanoromycetes" "-304.857523007088" "Lecideales" "-304.857523007088" "Lecideaceae" "-304.857523007088" "Lecidea" "-304.857523007088" "Lecidea" "-304.857523007088"
"ITA87PB02EUYQV" "A636" "ITA87PB02EUYQV" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_893" "0" "Fungi" "-162.097247241457" "Ascomycota" "-162.097247241457" "Lecanoromycetes" "-162.097247241457" "Lecideales" "-162.097247241457" "Lecideaceae" "-162.097247241457" "Lecidea" "-162.097247241457" "Lecidea" "-162.097247241457"
"ITA87PB02DZYZU" "A636" "ITA87PB02DZYZU" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_894" "0" "Fungi" "-304.857523007088" "Ascomycota" "-304.857523007088" "Lecanoromycetes" "-304.857523007088" "Lecideales" "-304.857523007088" "Lecideaceae" "-304.857523007088" "Lecidea" "-304.857523007088" "Lecidea" "-304.857523007088"
"ITA87PB02DVC3I" "A636" "ITA87PB02DVC3I" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_895" "0" "Fungi" "-303.941232275214" "Ascomycota" "-303.941232275214" "Lecanoromycetes" "-303.941232275214" "Lecideales" "-303.941232275214" "Lecideaceae" "-303.941232275214" "Lecidea" "-303.941232275214" "Lecidea" "-303.941232275214"
"ITA87PB02DCTSY" "A636" "ITA87PB02DCTSY" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_896" "0" "Fungi" "-304.857523007088" "Ascomycota" "-304.857523007088" "Lecanoromycetes" "-304.857523007088" "Lecideales" "-304.857523007088" "Lecideaceae" "-304.857523007088" "Lecidea" "-304.857523007088" "Lecidea" "-304.857523007088"
"ITA87PB02DAQTT" "A636" "ITA87PB02DAQTT" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_897" "0" "Fungi" "-216.953824365206" "Ascomycota" "-216.953824365206" "Lecanoromycetes" "-216.953824365206" "Lecideales" "-216.953824365206" "Lecideaceae" "-216.953824365206" "Lecidea" "-216.953824365206" "Lecidea" "-216.953824365206"
"ITA87PB02D6ZTI" "A636" "ITA87PB02D6ZTI" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_898" "0" "Fungi" "-298.642914908666" "Ascomycota" "-298.642914908666" "Lecanoromycetes" "-298.642914908666" "Lecideales" "-298.642914908666" "Lecideaceae" "-298.642914908666" "Lecidea" "-298.642914908666" "Lecidea" "-298.642914908666"
"ITA87PB02EAH2L" "A636" "ITA87PB02EAH2L" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_899" "0" "Fungi" "-300.94550000166" "Ascomycota" "-300.94550000166" "Lecanoromycetes" "-300.94550000166" "Lecideales" "-300.94550000166" "Lecideaceae" "-300.94550000166" "Lecidea" "-300.94550000166" "Lecidea" "-300.94550000166"
"ITA87PB02EBYU4" "A636" "ITA87PB02EBYU4" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_900" "0" "Fungi" "-298.642914908666" "Ascomycota" "-298.642914908666" "Lecanoromycetes" "-298.642914908666" "Lecideales" "-298.642914908666" "Lecideaceae" "-298.642914908666" "Lecidea" "-298.642914908666" "Lecidea" "-298.642914908666"
"ITA87PB02EFQVF" "A636" "ITA87PB02EFQVF" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_901" "0" "Fungi" "-219.438731014994" "Ascomycota" "-219.438731014994" "Lecanoromycetes" "-219.438731014994" "Lecideales" "-219.438731014994" "Lecideaceae" "-219.438731014994" "Lecidea" "-219.438731014994" "Lecidea" "-219.438731014994"
"ITA87PB02D7GS5" "A636" "ITA87PB02D7GS5" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_902" "0" "Fungi" "-309.750375265528" "Ascomycota" "-309.750375265528" "Lecanoromycetes" "-309.750375265528" "Lecideales" "-309.750375265528" "Lecideaceae" "-309.750375265528" "Lecidea" "-309.750375265528" "Lecidea" "-309.750375265528"
"ITA87PB02ERJDI" "A623" "ITA87PB02ERJDI" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_903" "0" "Fungi" "-202.627488183476" "Ascomycota" "-164.176688783137" "Lecanoromycetes" "-164.176688783137" "Acarosporales" "-164.176688783137" "Acarosporaceae" "-164.176688783137" "Acarospora" "-164.176688783137" "Acarospora" "-164.176688783137"
"ITA87PB02DP8CG" "A623" "ITA87PB02DP8CG" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_904" "0" "Fungi" "-337.786861489565" "Ascomycota" "-291.735159629684" "Lecanoromycetes" "-291.735159629684" "Acarosporales" "-291.735159629684" "Acarosporaceae" "-291.735159629684" "Acarospora" "-291.735159629684" "Acarospora" "-291.735159629684"
"ITA87PB02EVI5F" "A623" "ITA87PB02EVI5F" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_905" "0" "Fungi" "-314.761010559624" "Ascomycota" "-272.621331705172" "Lecanoromycetes" "-272.621331705172" "Acarosporales" "-272.621331705172" "Acarosporaceae" "-272.621331705172" "Acarospora" "-272.621331705172" "Acarospora" "-272.621331705172"
"ITA87PB02C2Z10" "A623" "ITA87PB02C2Z10" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_906" "0" "Fungi" "-291.735159629684" "Ascomycota" "-250.981775136351" "Lecanoromycetes" "-250.981775136351" "Acarosporales" "-250.981775136351" "Acarosporaceae" "-250.981775136351" "Acarospora" "-250.981775136351" "Acarospora" "-250.981775136351"
"ITA87PB02EULIL" "A623" "ITA87PB02EULIL" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_907" "0" "Fungi" "-313.662398270956" "Ascomycota" "-267.456545731248" "Lecanoromycetes" "-267.456545731248" "Acarosporales" "-267.456545731248" "Acarosporaceae" "-267.456545731248" "Acarospora" "-267.456545731248" "Acarospora" "-267.456545731248"
"ITA87PB02C3288" "A623" "ITA87PB02C3288" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_908" "0" "Fungi" "-322.585056570481" "Ascomycota" "-276.415571674943" "Lecanoromycetes" "-276.415571674943" "Acarosporales" "-276.415571674943" "Acarosporaceae" "-276.415571674943" "Acarospora" "-276.415571674943" "Acarospora" "-276.415571674943"
"ITA87PB02CW5LG" "A623" "ITA87PB02CW5LG" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "*" "OTU_909" "0" "Fungi" "-193.640291362814" "Ascomycota" "-193.640291362814" "Lecanoromycetes" "-193.640291362814" "Rhizocarpales" "-193.640291362814" "Rhizocarpaceae" "-193.640291362814" "Rhizocarpon" "-193.640291362814" "Rhizocarpon" "-193.640291362814"
"ITA87PB02DZM7K" "A623" "ITA87PB02DZM7K" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Eurotiomycetes; 67; Chaetothyriomycetidae; 67; Chaetothyriales; 67;" "otu" "*" "OTU_910" "0" "Fungi" "-206.539511188904" "Ascomycota" "-203.831460987802" "Eurotiomycetes" "-203.831460987802" "Chaetothyriales" "-203.831460987802" "Herpotrichiellaceae" "-189.728268357386" "Cladophialophora" "-185.816245351958" "Chaetothyriales" "-203.831460987802"
"ITA87PB02ETFF6" "A623" "ITA87PB02ETFF6" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 75; Ascomycota; 75; saccharomyceta; 75; Pezizomycotina; 75; leotiomyceta; 75; Eurotiomycetes; 75; Chaetothyriomycetidae; 75; Chaetothyriales; 75; Herpotrichiellaceae; 75; Cladophialophora; 50; Cladophialophora sp. 94002a; 25;" "otu" "*" "OTU_911" "0" "Fungi" "-302.33179436278" "Ascomycota" "-302.33179436278" "Eurotiomycetes" "-302.33179436278" "Chaetothyriales" "-302.33179436278" "Herpotrichiellaceae" "-302.33179436278" "Cladophialophora" "-302.33179436278" "Cladophialophora" "-302.33179436278"
"ITA87PB02DAOMZ" "A623" "ITA87PB02DAOMZ" "3" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_912" "0" "Fungi" "-263.698673405647" "Ascomycota" "-234.170532304833" "Lecanoromycetes" "-234.170532304833" "Acarosporales" "-234.170532304833" "Acarosporaceae" "-234.170532304833" "Acarospora" "-234.170532304833" "Acarospora" "-234.170532304833"
